This table contains all individual libraries processed,,,,,,,,,,,,,,,,,"Support for different branches based on sequences covering diagnostic positions. Each shows percent support calculted by the number of sequences covering diagnostic positions supporting the relative branch over the total sequences covering diagnostic positions. Significant assignments (lower 95% binomial confidence >10% support) indicated with ""**"". Note that internal branches were not considered for assignment to a lineage. ",,,,,,,,,,,,,
Lines with the same Index Library ID are due to multiple sequencing runs of the same library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All deamination rates were computed by looking at C->T substitutions on the three terminal positions of the 5' and 3' ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field sample ID,MPI-EVA Sample ID,Sub-sample/ Lysate ID,Indexed Library ID,Raw Sequences,Sequences ≥ 35 bp,"Mapped Sequences (≥ 35 bp, mapping quality ≥ 25)","Unique mapped sequences (≥ 35 bp, mapping quality ≥ 25)",% of sequences identified as hominin,Unique hominin sequences,Duplication rate,5' C->T substitutions [%],3' C->T substitutions [%],5' C->T substitutions [%] (95% binomial confidence intervals),3' C->T substitutions [%] (95% binomial confidence intervals),Ancient hominin mtDNA present, Number of deaminated sequences,Modern human support (all sequences),Modern human support (deaminated sequences only),Neanderthal-Hohlenstein-Stadel shared branch support (all sequences),Neanderthal-Hohlenstein-Stadel shared branch support (deaminated sequences only),Neanderthal support (all sequences),Neanderthal support (deaminated sequences only),Hohlenstein-Stadel support (all sequences),Hohlenstein-Stadel support (deaminated sequences only),Denisovan support (all sequences),Denisovan support (deaminated sequences only),Sima de los Huesos support (all sequences),Sima de los Huesos support (deaminated sequences only),Denisovan-Sima de los Huesos shared branch support (all sequences),Denisovan-Sima de los Huesos shared branch support (deaminated sequences only)
E245 ,SP7565,Lys3091,A27259,2975714,2295212,730693,33328,4.95,158,3.04,38.7,20.7,21.8-57.8,8.0-39.7,No,33,**64.3% (9 / 14),0.0% (0 / 1),**36.4% (4 / 11),50.0% (1 / 2),16.7% (1 / 6),100.0% (1 / 1),7.7% (1 / 13),0.0% (0 / 3),0.0% (0 / 22),0.0% (0 / 4),0.0% (0 / 27),0.0% (0 / 6),2.7% (1 / 37),0.0% (0 / 9)
E245 ,SP7565,Lys3091,M5433,941138,635185,244114,29900,3.04,100,1.63,48,10,27.8-68.7,1.2-31.7,No,23,50.0% (2 / 4),NA% (0 / 0),50.0% (2 / 4),100.0% (1 / 1),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 23),0.0% (0 / 7),0.0% (0 / 11),0.0% (0 / 2),5.9% (2 / 34),0.0% (0 / 10)
E245 ,SP7565,Lys3091,M5433,1270965,247036,61104,15993,4.61,29,1.66,55.6,20,21.2-86.3,0.5-71.6,No,9,**75.0% (3 / 4),NA% (0 / 0),33.3% (2 / 6),100.0% (1 / 1),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 10),0.0% (0 / 5),0.0% (0 / 4),NA% (0 / 0),7.7% (1 / 13),0.0% (0 / 3)
E244 ,SP7564,Lys3090,A27258,4195966,3407321,896902,34540,15.19,663,4.64,34.6,17,27.1-42.7,11.4-23.9,Yes,122,**90.8% (69 / 76),**86.7% (13 / 15),9.6% (8 / 83),6.2% (1 / 16),8.1% (3 / 37),0.0% (0 / 4),0.0% (0 / 57),0.0% (0 / 10),0.7% (1 / 142),0.0% (0 / 33),0.0% (0 / 120),0.0% (0 / 25),0.7% (1 / 150),0.0% (0 / 16)
E244 ,SP7564,Lys3090,M5432,986362,173515,42369,12764,13.23,95,2.04,28.6,28,11.3-52.2,12.1-49.4,Yes,19,**100.0% (13 / 13),**100.0% (3 / 3),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 12),0.0% (0 / 1),3.6% (1 / 28),0.0% (0 / 5),0.0% (0 / 12),0.0% (0 / 3),3.8% (1 / 26),0.0% (0 / 3)
E244 ,SP7564,Lys3090,M5432,867140,564477,219414,26806,6.75,242,2.58,42.6,24.1,30.0-55.9,13.5-37.6,Yes,60,**94.4% (17 / 18),**100.0% (2 / 2),9.1% (1 / 11),0.0% (0 / 2),6.7% (1 / 15),0.0% (0 / 4),0.0% (0 / 18),0.0% (0 / 4),4.5% (3 / 67),0.0% (0 / 11),0.0% (0 / 25),0.0% (0 / 8),1.7% (1 / 58),0.0% (0 / 12)
E243 ,SP7563,Lys3089,M5431,646257,437531,164664,26212,8.2,228,1.64,24.1,8.7,13.5-37.6,2.4-20.8,No,35,**78.9% (15 / 19),66.7% (2 / 3),9.7% (3 / 31),20.0% (1 / 5),15.4% (2 / 13),NA% (0 / 0),0.0% (0 / 21),0.0% (0 / 3),4.1% (2 / 49),16.7% (1 / 6),0.0% (0 / 35),0.0% (0 / 8),0.0% (0 / 64),0.0% (0 / 7)
E243 ,SP7563,Lys3089,M5431,1035667,223921,57208,15071,19.46,123,1.72,24.1,4,10.3-43.5,0.1-20.4,No,19,**84.2% (16 / 19),0.0% (0 / 1),9.1% (2 / 22),0.0% (0 / 1),11.1% (1 / 9),NA% (0 / 0),0.0% (0 / 16),0.0% (0 / 3),0.0% (0 / 24),0.0% (0 / 3),0.0% (0 / 24),0.0% (0 / 1),0.0% (0 / 46),0.0% (0 / 5)
E242 ,SP7562,Lys3088,A27257,3067302,2300601,677073,29678,15.71,470,4.19,14.2,4.7,8.8-21.3,1.5-10.7,No,35,**95.7% (44 / 46),66.7% (2 / 3),15.6% (7 / 45),0.0% (0 / 2),16.7% (6 / 36),**100.0% (3 / 3),2.6% (1 / 38),0.0% (0 / 1),1.9% (2 / 108),0.0% (0 / 4),0.0% (0 / 84),0.0% (0 / 5),4.1% (6 / 145),27.3% (3 / 11)
E242 ,SP7562,Lys3088,M5430,1084885,197103,51357,13919,19.41,99,1.74,18.2,12.5,5.2-40.3,1.6-38.3,No,12,**80.0% (4 / 5),0.0% (0 / 1),15.4% (2 / 13),66.7% (2 / 3),33.3% (2 / 6),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),3.6% (1 / 28),0.0% (0 / 1),0.0% (0 / 14),0.0% (0 / 2),0.0% (0 / 27),0.0% (0 / 2)
E242 ,SP7562,Lys3088,M5430,944007,613800,245220,27419,6.79,201,2.23,23.9,13,12.6-38.8,4.9-26.3,No,29,**80.0% (4 / 5),50.0% (1 / 2),6.2% (1 / 16),0.0% (0 / 1),11.1% (1 / 9),NA% (0 / 0),0.0% (0 / 19),0.0% (0 / 5),2.5% (1 / 40),0.0% (0 / 6),0.0% (0 / 28),0.0% (0 / 10),2.3% (1 / 44),0.0% (0 / 5)
E241 ,SP7561,Lys3087,M5429,718173,464053,179540,25492,3.55,92,1.74,40,26.3,19.1-63.9,9.1-51.2,No,16,**83.3% (5 / 6),NA% (0 / 0),22.2% (2 / 9),0.0% (0 / 3),20.0% (1 / 5),0.0% (0 / 1),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 22),0.0% (0 / 3),5.9% (1 / 17),25.0% (1 / 4),5.6% (1 / 18),33.3% (1 / 3)
E241 ,SP7561,Lys3087,M5429,1119929,203443,51064,13908,9.55,45,2.04,0,33.3,0.0-33.6,4.3-77.7,No,6,**100.0% (6 / 6),NA% (0 / 0),50.0% (2 / 4),0.0% (0 / 2),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 9),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 1)
E240 ,SP7560,Lys3086,M5428,977501,178391,44305,13925,35.51,250,1.65,4.4,2.6,0.5-15.1,0.3-9.1,No,13,**100.0% (35 / 35),NA% (0 / 0),0.0% (0 / 22),0.0% (0 / 1),0.0% (0 / 17),0.0% (0 / 1),0.0% (0 / 30),0.0% (0 / 1),0.0% (0 / 52),0.0% (0 / 1),0.0% (0 / 43),0.0% (0 / 2),0.0% (0 / 80),0.0% (0 / 4)
E240 ,SP7560,Lys3086,M5428,1032598,664885,255189,29833,12.94,474,1.7,7.5,4.1,3.1-14.9,1.3-9.2,No,18,**98.0% (49 / 50),100.0% (1 / 1),0.0% (0 / 36),0.0% (0 / 1),3.2% (1 / 31),50.0% (1 / 2),0.0% (0 / 54),0.0% (0 / 1),0.0% (0 / 85),0.0% (0 / 4),0.0% (0 / 70),0.0% (0 / 3),0.0% (0 / 133),0.0% (0 / 4)
E239 ,SP7559,Lys9948,A32337,2246991,1734146,471926,36203,1.19,53,1.74,0,10,0.0-60.2,0.3-44.5,No,5,**80.0% (4 / 5),0.0% (0 / 1),**75.0% (3 / 4),NA% (0 / 0),33.3% (1 / 3),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 6),0.0% (0 / 2),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 1)
E239 ,SP7559,Lys9949,A32338,1885672,1400138,336483,32201,1.29,46,1.89,57.1,33.3,18.4-90.1,7.5-70.1,No,13,66.7% (2 / 3),0.0% (0 / 1),100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),50.0% (1 / 2),0.0% (0 / 1)
E239 ,SP7559,Lys9950,A32339,2537090,1990121,527812,35990,5.72,235,1.9,53.7,24.5,39.6-67.4,13.3-38.9,Yes,59,12.5% (1 / 8),0.0% (0 / 1),**81.2% (13 / 16),**100.0% (3 / 3),**66.7% (6 / 9),66.7% (2 / 3),0.0% (0 / 17),0.0% (0 / 5),0.0% (0 / 34),0.0% (0 / 5),0.0% (0 / 31),0.0% (0 / 8),1.7% (1 / 59),0.0% (0 / 16)
E239 ,SP7559,Lys9951,A32340,2168648,1712692,434717,36552,2.12,87,1.57,33.3,13.8,9.9-65.1,3.9-31.7,No,16,40.0% (2 / 5),NA% (0 / 0),100.0% (2 / 2),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 2),0.0% (0 / 16),0.0% (0 / 1),0.0% (0 / 12),0.0% (0 / 3),0.0% (0 / 14),NA% (0 / 0)
E239 ,SP7559,Lys9952,A32341,1168549,898696,244746,30926,1.22,35,1.43,16.7,0,0.4-64.1,0.0-52.2,No,5,NA% (0 / 0),NA% (0 / 0),100.0% (2 / 2),NA% (0 / 0),33.3% (1 / 3),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 6),0.0% (0 / 1)
E239 ,SP7559,Lys3085,M5427,1159110,793191,295788,29282,4.35,138,2.22,29.6,33.3,13.8-50.2,18.0-51.8,Yes,30,11.1% (1 / 9),0.0% (0 / 3),**60.0% (6 / 10),100.0% (1 / 1),**50.0% (4 / 8),0.0% (0 / 1),0.0% (0 / 15),0.0% (0 / 3),0.0% (0 / 28),0.0% (0 / 10),0.0% (0 / 21),0.0% (0 / 6),3.7% (1 / 27),25.0% (1 / 4)
E239 ,SP7559,Lys3085,M5427,1378250,274551,66147,15143,8.54,48,2.31,36.4,55.6,10.9-69.2,21.2-86.3,Yes,13,50.0% (2 / 4),NA% (0 / 0),75.0% (3 / 4),NA% (0 / 0),**75.0% (3 / 4),0.0% (0 / 1),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 4),0.0% (0 / 8),0.0% (0 / 2),6.7% (1 / 15),25.0% (1 / 4)
E238 ,SP7558,Lys3084,A27256,3442924,2674249,830646,34125,5.33,186,3.46,39,22.9,24.2-55.5,10.4-40.1,Yes,31,**66.7% (4 / 6),50.0% (1 / 2),**77.8% (7 / 9),100.0% (1 / 1),**62.5% (5 / 8),100.0% (1 / 1),0.0% (0 / 13),0.0% (0 / 2),0.0% (0 / 31),0.0% (0 / 2),0.0% (0 / 24),0.0% (0 / 3),0.0% (0 / 43),0.0% (0 / 3)
E238 ,SP7558,Lys3084,M5426,1030498,693465,268084,31057,3.74,134,1.68,36.7,25,19.9-56.1,10.7-44.9,Yes,28,20.0% (1 / 5),NA% (0 / 0),**63.6% (7 / 11),66.7% (2 / 3),**60.0% (3 / 5),100.0% (1 / 1),9.1% (1 / 11),0.0% (0 / 3),0.0% (0 / 34),0.0% (0 / 4),0.0% (0 / 18),0.0% (0 / 4),0.0% (0 / 31),0.0% (0 / 8)
E238 ,SP7558,Lys3084,M5426,1274826,254734,66175,16881,6.96,52,1.58,37.5,33.3,15.2-64.6,7.5-70.1,No,11,33.3% (1 / 3),0.0% (0 / 1),**80.0% (4 / 5),100.0% (2 / 2),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 2),0.0% (0 / 4),0.0% (0 / 1),6.2% (1 / 16),0.0% (0 / 4)
E237 ,SP7557,Lys3083,A27255,2483892,1942342,552687,31602,2.78,81,2.59,56.2,6.7,29.9-80.2,0.2-31.9,No,12,0.0% (0 / 3),NA% (0 / 0),**60.0% (3 / 5),100.0% (2 / 2),100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 18),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 16),0.0% (0 / 4)
E237 ,SP7557,Lys3083,M5425,861313,600393,229992,29895,2.09,68,1.66,25,30.8,8.7-49.1,9.1-61.4,No,14,33.3% (1 / 3),50.0% (1 / 2),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),0.0% (0 / 2),0.0% (0 / 15),0.0% (0 / 3),0.0% (0 / 8),0.0% (0 / 3),0.0% (0 / 15),0.0% (0 / 2)
E237 ,SP7557,Lys3083,M5425,997988,206536,54363,15503,5.16,30,1.4,18.2,0,2.3-51.8,0.0-45.9,No,2,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0)
E236 ,SP7556,Lys3082,M5424,1126325,251755,65417,16388,77.14,1711,2.43,1.5,0.5,0.5-3.4,0.1-1.9,No,14,**100.0% (213 / 213),NA% (0 / 0),0.0% (0 / 249),0.0% (0 / 1),0.0% (0 / 152),0.0% (0 / 1),0.5% (1 / 209),NA% (0 / 0),0.2% (1 / 439),0.0% (0 / 4),0.0% (0 / 294),NA% (0 / 0),0.4% (2 / 527),0.0% (0 / 4)
E236 ,SP7556,Lys3082,M5424,865543,615100,228538,29094,45.88,2270,2.39,1.3,0.4,0.5-2.8,0.0-1.4,No,13,**100.0% (243 / 243),NA% (0 / 0),0.0% (0 / 271),0.0% (0 / 1),0.0% (0 / 158),0.0% (0 / 1),0.0% (0 / 255),NA% (0 / 0),0.0% (0 / 540),0.0% (0 / 3),0.6% (2 / 338),NA% (0 / 0),0.3% (2 / 614),0.0% (0 / 2)
E235 ,SP7555,Lys3081,M5423,939960,589286,229188,24815,3.61,85,3.61,18.8,5.6,4.0-45.6,0.1-27.3,No,9,**75.0% (6 / 8),0.0% (0 / 2),**44.4% (4 / 9),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 2),0.0% (0 / 19),0.0% (0 / 3),0.0% (0 / 14),0.0% (0 / 3),0.0% (0 / 20),0.0% (0 / 1)
E234 ,SP7554,Lys9942,A32331,2421231,1851530,509533,36507,1.19,43,1.6,37.5,10,8.5-75.5,0.3-44.5,No,5,0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 1)
E234 ,SP7554,Lys9943,A32332,4145546,3201208,889318,41926,2.2,94,1.78,31.8,13.6,13.9-54.9,2.9-34.9,No,17,50.0% (1 / 2),100.0% (1 / 1),40.0% (2 / 5),0.0% (0 / 1),9.5% (2 / 21),25.0% (1 / 4),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 25),0.0% (0 / 5),0.0% (0 / 6),0.0% (0 / 1)
E234 ,SP7554,Lys9944,A32333,3533413,2717061,781491,41348,1.57,77,1.81,11.8,14.3,1.5-36.4,1.8-42.8,No,9,33.3% (1 / 3),NA% (0 / 0),50.0% (2 / 4),NA% (0 / 0),20.0% (1 / 5),NA% (0 / 0),7.1% (1 / 14),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 2),5.9% (1 / 17),0.0% (0 / 1)
E234 ,SP7554,Lys9945,A32334,3424156,2677899,675316,40115,1.78,82,2.13,40,33.3,16.3-67.7,13.3-59.0,Yes,20,33.3% (1 / 3),NA% (0 / 0),66.7% (2 / 3),NA% (0 / 0),**60.0% (3 / 5),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 13),0.0% (0 / 1),0.0% (0 / 14),0.0% (0 / 5),6.7% (1 / 15),0.0% (0 / 3)
E234 ,SP7554,Lys9946,A32335,2754911,2093024,589229,37049,3.05,118,1.62,26.7,21.1,12.3-45.9,6.1-45.6,No,20,**57.1% (4 / 7),100.0% (1 / 1),**85.7% (6 / 7),100.0% (2 / 2),50.0% (2 / 4),100.0% (1 / 1),0.0% (0 / 12),NA% (0 / 0),6.9% (2 / 29),0.0% (0 / 6),0.0% (0 / 15),0.0% (0 / 3),0.0% (0 / 20),0.0% (0 / 3)
E234 ,SP7554,Lys3080,M5418,941119,178899,51376,14588,10.2,50,1.6,28.6,50,3.7-71.0,18.7-81.3,No,13,0.0% (0 / 4),0.0% (0 / 2),75.0% (3 / 4),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 2),0.0% (0 / 15),0.0% (0 / 4),0.0% (0 / 13),0.0% (0 / 4),0.0% (0 / 22),0.0% (0 / 5)
E234 ,SP7554,Lys3080,M5418,822733,543094,220940,27545,5.05,136,2.02,42.9,25.9,26.3-60.6,11.1-46.3,Yes,42,20.0% (1 / 5),0.0% (0 / 3),**100.0% (9 / 9),100.0% (2 / 2),**70.0% (7 / 10),**100.0% (3 / 3),0.0% (0 / 13),0.0% (0 / 5),0.0% (0 / 26),0.0% (0 / 8),0.0% (0 / 19),0.0% (0 / 8),0.0% (0 / 34),0.0% (0 / 10)
E233 ,SP7553,Lys3079,M5417,1613396,300212,72645,16547,13.11,86,2.16,5.9,0,0.1-28.7,0.0-24.7,No,2,**100.0% (8 / 8),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),10.0% (1 / 10),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 21),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 19),NA% (0 / 0)
E233 ,SP7553,Lys3079,M5417,1279892,849831,325992,30184,4.38,144,2,3.3,7.1,0.1-17.2,0.9-23.5,No,5,**86.7% (13 / 15),100.0% (1 / 1),0.0% (0 / 17),NA% (0 / 0),13.3% (2 / 15),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 1),0.0% (0 / 33),0.0% (0 / 3),0.0% (0 / 18),0.0% (0 / 1),0.0% (0 / 30),0.0% (0 / 1)
E232 ,SP7552,Lys3078,A27254,699509,533594,97170,17623,1.24,17,2.29,0,66.7,0.0-84.2,9.4-99.2,No,5,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 2)
E232 ,SP7552,Lys3078,M5416,1018634,693816,264840,21975,2.13,40,6.62,14.3,20,0.4-57.9,0.5-71.6,No,2,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0)
E231 ,SP7551,Lys3077,M5415,1017734,683591,246761,24018,2.28,49,6.16,9.1,0,0.2-41.3,0.0-41.0,No,5,**83.3% (5 / 6),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),14.3% (1 / 7),50.0% (1 / 2),0.0% (0 / 13),0.0% (0 / 1)
E230 ,SP7550,Lys3076,A27253,2592208,2091585,570011,33989,13,408,2.4,39.1,12.1,29.9-48.9,6.4-20.2,No,88,**26.5% (9 / 34),0.0% (0 / 9),**52.4% (22 / 42),**100.0% (4 / 4),**64.3% (9 / 14),100.0% (1 / 1),2.9% (1 / 34),10.0% (1 / 10),0.0% (0 / 81),0.0% (0 / 14),0.0% (0 / 55),0.0% (0 / 12),0.0% (0 / 100),0.0% (0 / 25)
E230 ,SP7550,Lys9937,A32326,3120187,2484080,602144,39181,2.34,103,1.84,21.7,24,7.5-43.7,9.4-45.1,No,17,**66.7% (4 / 6),NA% (0 / 0),**75.0% (3 / 4),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 19),0.0% (0 / 1),5.3% (1 / 19),0.0% (0 / 3)
E230 ,SP7550,Lys9938,A32327,3408025,2688402,741041,40167,1.78,79,1.52,31.8,16.7,13.9-54.9,2.1-48.4,No,15,11.1% (1 / 9),0.0% (0 / 1),40.0% (2 / 5),100.0% (1 / 1),**66.7% (4 / 6),66.7% (2 / 3),0.0% (0 / 8),0.0% (0 / 1),0.0% (0 / 10),0.0% (0 / 3),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 3)
E230 ,SP7550,Lys9939,A32328,1964115,1548785,407551,35991,2.56,89,1.45,26.7,15.8,7.8-55.1,3.4-39.6,No,9,33.3% (1 / 3),NA% (0 / 0),33.3% (1 / 3),0.0% (0 / 1),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),11.1% (1 / 9),50.0% (1 / 2),2.2% (1 / 46),0.0% (0 / 2)
E230 ,SP7550,Lys9940,A32329,3507052,2822951,732045,40357,1.99,85,1.57,21.1,21.7,6.1-45.6,7.5-43.7,No,12,20.0% (1 / 5),NA% (0 / 0),75.0% (3 / 4),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 9),0.0% (0 / 2),0.0% (0 / 14),0.0% (0 / 2),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 1)
E230 ,SP7550,Lys9941,A32330,3589941,2725448,758865,38606,1.92,78,1.79,37.5,14.3,18.8-59.4,1.8-42.8,No,16,40.0% (2 / 5),0.0% (0 / 1),**66.7% (4 / 6),100.0% (1 / 1),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 9),0.0% (0 / 1),6.7% (1 / 15),0.0% (0 / 2),0.0% (0 / 9),0.0% (0 / 1),0.0% (0 / 16),0.0% (0 / 2)
E230 ,SP7550,Lys3076,M5414,728768,498184,187572,26507,6.35,170,1.74,47.6,28.9,32.0-63.6,15.4-45.9,Yes,36,0.0% (0 / 11),0.0% (0 / 1),**100.0% (8 / 8),100.0% (2 / 2),**100.0% (9 / 9),100.0% (2 / 2),0.0% (0 / 12),0.0% (0 / 4),0.0% (0 / 32),0.0% (0 / 10),4.8% (1 / 21),0.0% (0 / 1),2.5% (1 / 40),0.0% (0 / 11)
E230 ,SP7550,Lys3076,M5414,1588338,323422,81817,16921,12,72,1.86,42.1,30.8,20.3-66.5,9.1-61.4,No,20,0.0% (0 / 4),0.0% (0 / 1),**85.7% (6 / 7),100.0% (2 / 2),**100.0% (3 / 3),100.0% (1 / 1),16.7% (1 / 6),0.0% (0 / 1),0.0% (0 / 16),0.0% (0 / 3),0.0% (0 / 13),0.0% (0 / 2),11.1% (2 / 18),0.0% (0 / 3)
E229 ,SP7549,Lys3075,A27252,3548986,2817764,828689,33285,3.75,114,3.58,19.4,16.7,7.5-37.5,5.6-34.7,No,11,**66.7% (4 / 6),NA% (0 / 0),20.0% (2 / 10),NA% (0 / 0),42.9% (3 / 7),NA% (0 / 0),0.0% (0 / 14),0.0% (0 / 3),8.0% (2 / 25),0.0% (0 / 1),0.0% (0 / 17),NA% (0 / 0),14.8% (4 / 27),0.0% (0 / 2)
E229 ,SP7549,Lys9931,A32320,3572348,2844475,739081,40282,2.29,98,1.77,60,29.2,36.1-80.9,12.6-51.1,Yes,25,50.0% (2 / 4),NA% (0 / 0),14.3% (1 / 7),0.0% (0 / 2),50.0% (2 / 4),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 1),7.1% (1 / 14),20.0% (1 / 5),0.0% (0 / 20),0.0% (0 / 7),8.0% (2 / 25),33.3% (1 / 3)
E229 ,SP7549,Lys9932,A32321,2301887,1811199,488712,37600,1.42,58,1.45,46.2,10.5,19.2-74.9,1.3-33.1,No,17,50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 1),0.0% (0 / 12),0.0% (0 / 3),0.0% (0 / 5),0.0% (0 / 1),12.5% (1 / 8),0.0% (0 / 1)
E229 ,SP7549,Lys9933,A32322,3761534,2905032,684202,40200,1.82,78,1.55,35.3,16.7,14.2-61.7,3.6-41.4,No,19,40.0% (2 / 5),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),**60.0% (3 / 5),100.0% (1 / 1),0.0% (0 / 8),0.0% (0 / 2),7.1% (1 / 14),0.0% (0 / 2),0.0% (0 / 8),0.0% (0 / 4),16.7% (2 / 12),0.0% (0 / 3)
E229 ,SP7549,Lys9935,A32324,1955306,1557106,419875,36606,1.13,42,1.45,71.4,25,29.0-96.3,3.2-65.1,No,10,NA% (0 / 0),NA% (0 / 0),50.0% (2 / 4),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),12.5% (1 / 8),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 2),0.0% (0 / 7),NA% (0 / 0)
E229 ,SP7549,Lys9936,A32325,1979014,1565707,423905,37787,1.63,70,1.36,47.1,30,23.0-72.2,11.9-54.3,Yes,19,33.3% (1 / 3),NA% (0 / 0),**57.1% (4 / 7),100.0% (1 / 1),33.3% (1 / 3),100.0% (1 / 1),0.0% (0 / 8),0.0% (0 / 2),20.0% (2 / 10),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 4),13.3% (2 / 15),0.0% (0 / 5)
E229 ,SP7549,Lys3075,M5413,1131061,770965,295422,31105,2.67,88,2.18,35.7,29.6,18.6-55.9,13.8-50.2,Yes,22,66.7% (2 / 3),NA% (0 / 0),**44.4% (4 / 9),66.7% (2 / 3),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 24),0.0% (0 / 4)
