DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N_support	N_support_deam	N-HST_support	N-HST_support_deam	HST_support	HST_support_deam	D_support	D_support_deam	D-S_support	D-S_support_deam	S_support	S_support_deam	H_der	H_deam_der	N_der	N_deam_der	N-HST_der	N-HST_deam_der	HST_der	HST_deam_der	D_der	D_deam_der	D-S_der	D-S_deam_der	S_der	S_deam_der	
514	passed			160719	D5220	D2330	Lib.E.4992	Cap.H.1821	364	44	SP3833	E4031	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0.8	0.000178	458576	382924	0	0.0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	-	0	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)															
515	passed			160719	D5221	D2331	Lib.E.4993	Cap.H.1822	365	45	SP3833	E4031	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	5.4	0.000867	624091	618336	1704	1.6	1352	79.3	720	1.88	42.9	35.6	35.8-50.1	28.5-43.2	21.8-66.0	17.2-55.7	++	224	8.7% (4 / 46)	11.1% (1 / 9)	^^^93.3% (14 / 15)	^^^100.0% (5 / 5)	^^^88.2% (15 / 17)	^^^75.0% (3 / 4)	0.0% (0 / 33)	0.0% (0 / 11)	0.0% (0 / 107)	0.0% (0 / 36)	1.0% (1 / 100)	0.0% (0 / 28)	1.7% (1 / 58)	0.0% (0 / 18)	(2523:1)(7868:1)(7891:1)(8021:1)	(2523:1)	(438:2)(3808:1)(6200:1)(7127:2)(8986:2)(9027:2)(9456:3)(11950:1)	(7127:1)(8986:1)(9027:1)(9456:2)	(417:1)(4532:2)(5673:1)(7106:1)(10532:3)(11458:1)(15479:1)(15671:2)(16037:3)	(4532:1)(10532:1)(16037:1)					(8140:1)		(4113:1)		
516	passed			160719	D5222	D2332	Lib.E.4994	Cap.H.1823	366	46	SP3834	E4032	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, main gallery, layer 19.1 (vial 12: DCM14)	0	0	598293	592480	3893	4.4	3437	88.3	1521	2.26	40.8	26.4	35.9-45.9	22.0-31.2	21.5-55.1	14.0-38.9	++	412	7.9% (6 / 76)	6.7% (1 / 15)	^^^94.6% (35 / 37)	^^^100.0% (4 / 4)	^^^91.5% (43 / 47)	^^^100.0% (11 / 11)	0.0% (0 / 97)	0.0% (0 / 31)	0.0% (0 / 194)	0.0% (0 / 51)	1.8% (4 / 217)	3.3% (2 / 61)	0.0% (0 / 146)	0.0% (0 / 33)	(5580:1)(5840:1)(7868:1)(7891:1)(13656:1)(15443:1)	(5840:1)	(438:3)(3808:2)(6200:4)(7127:6)(8386:2)(8986:7)(9027:3)(9456:2)(11950:6)	(438:1)(6200:1)(8986:2)	(417:2)(547:5)(3399:4)(4204:4)(4532:6)(5673:1)(7106:4)(7424:1)(8365:2)(10532:2)(11458:2)(13801:3)(15479:2)(15671:2)(16037:3)	(547:1)(3399:3)(4204:1)(4532:2)(7424:1)(10532:1)(11458:1)(13801:1)					(486:1)(9884:1)(15100:1)(15250:1)	(486:1)(9884:1)			
518	passed			160719	D5225	D2335	Lib.E.4997	Cap.H.1825	369	49	SP3834	E4032	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, main gallery, layer 19.1 (vial 12: DCM14)	3.2	0.000533	603199	597856	3814	4.8	3366	88.3	1776	1.90	39.8	32.1	35.4-44.3	27.6-36.8	18.1-48.1	15.3-41.8	++	492	8.4% (8 / 95)	10.0% (3 / 30)	^^^97.4% (38 / 39)	^^^100.0% (13 / 13)	^^^96.9% (63 / 65)	^^^100.0% (18 / 18)	0.0% (0 / 129)	0.0% (0 / 47)	1.3% (3 / 236)	1.7% (1 / 58)	1.8% (5 / 284)	2.5% (2 / 79)	1.2% (2 / 173)	1.9% (1 / 53)	(4940:1)(10324:2)(11770:5)	(11770:3)	(438:3)(3808:6)(6200:4)(7127:1)(8386:4)(8986:4)(9027:3)(9456:5)(11950:8)	(438:1)(3808:4)(6200:1)(8386:3)(8986:1)(9027:1)(9456:1)(11950:1)	(417:7)(547:6)(3399:5)(4204:1)(4532:4)(5673:4)(7106:3)(7424:4)(8365:4)(10532:2)(13801:8)(15479:6)(15671:4)(16037:5)	(417:3)(3399:3)(5673:1)(7106:1)(8365:2)(13801:3)(15479:2)(15671:1)(16037:2)			(3636:1)(4659:1)(9966:1)	(3636:1)	(6485:1)(8545:1)(9254:1)(13827:1)(15742:1)	(8545:1)(15742:1)	(4380:1)(11023:1)	(4380:1)	
519	passed			160719	D5226	D2336	Lib.E.4998	Cap.H.1826	370	50	SP3834	E4032	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, main gallery, layer 19.1 (vial 12: DCM14)	3.8	0.000581	652246	645889	3761	4.4	3253	86.5	1686	1.93	38.2	31.6	33.7-42.9	27.1-36.3	30.8-66.5	18.0-43.6	++	468	8.9% (8 / 90)	4.2% (1 / 24)	^^^97.3% (36 / 37)	^^^100.0% (9 / 9)	^^^95.0% (57 / 60)	^^^100.0% (15 / 15)	2.0% (2 / 100)	3.7% (1 / 27)	0.5% (1 / 204)	1.6% (1 / 62)	1.6% (4 / 243)	2.6% (2 / 76)	1.1% (2 / 185)	0.0% (0 / 45)	(5840:1)(9325:1)(11770:5)(13095:1)	(11770:1)	(438:3)(3808:7)(6200:1)(7127:5)(8386:2)(8986:5)(9027:6)(9456:2)(11950:5)	(3808:1)(7127:3)(8986:2)(9027:2)(9456:1)	(547:3)(3399:10)(4204:3)(4532:6)(5673:2)(7106:3)(7424:4)(8365:4)(10532:5)(11458:3)(13801:6)(15479:2)(15671:3)(16037:3)	(547:2)(3399:2)(4204:1)(4532:1)(5673:1)(7106:1)(7424:2)(10532:1)(11458:2)(16037:2)	(11186:1)(14446:1)	(14446:1)	(6566:1)	(6566:1)	(1405:1)(7232:1)(11503:2)	(7232:1)(11503:1)	(4113:1)(5601:1)		
520	passed			160719	D5227	D2337	Lib.E.4999	Cap.H.1827	371	51	SP3834	E4032	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, main gallery, layer 19.1 (vial 12: DCM14)	14.8	0.003320	446319	441922	2632	4.7	2278	86.6	1431	1.59	43.7	30.5	38.6-48.8	25.7-35.7	9.6-41.1	6.2-28.3	++	421	7.8% (6 / 77)	5.0% (1 / 20)	^^^87.9% (29 / 33)	^^^91.7% (11 / 12)	^^^93.6% (44 / 47)	^^^88.9% (16 / 18)	0.0% (0 / 82)	0.0% (0 / 27)	1.1% (2 / 185)	0.0% (0 / 52)	0.0% (0 / 235)	0.0% (0 / 79)	0.6% (1 / 160)	0.0% (0 / 50)	(5580:2)(7868:1)(13095:1)(15355:1)(15443:1)	(5580:1)	(3808:3)(6200:5)(7127:1)(8386:1)(8986:8)(9027:8)(9456:3)	(6200:2)(8986:2)(9027:5)(9456:2)	(417:1)(547:4)(3399:3)(4204:1)(4532:6)(5673:1)(7106:3)(7424:7)(10532:6)(11458:3)(13801:4)(15479:2)(15671:1)(16037:2)	(417:1)(547:2)(3399:2)(4532:1)(7106:1)(7424:4)(10532:1)(11458:1)(13801:1)(15479:1)(16037:1)			(3832:1)(7664:1)				(13983:1)		
521	passed			160719	D5228	D2338	Lib.E.5000	Cap.H.1828	372	52	SP3834	E4032	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, main gallery, layer 19.1 (vial 12: DCM14)	18.7	0.003561	524352	519929	3017	4.4	2612	86.6	1465	1.78	42.4	29.3	37.2-47.7	24.6-34.4	13.7-46.7	11.8-41.2	++	377	4.9% (4 / 81)	0.0% (0 / 18)	^^^100.0% (36 / 36)	^^^100.0% (13 / 13)	^^^97.6% (40 / 41)	^^^100.0% (13 / 13)	0.0% (0 / 72)	0.0% (0 / 23)	0.6% (1 / 181)	0.0% (0 / 50)	1.8% (4 / 225)	2.3% (1 / 44)	0.6% (1 / 175)	0.0% (0 / 38)	(5580:1)(9325:1)(11770:1)(15355:1)		(438:6)(3808:4)(6200:2)(7127:8)(8386:4)(8986:5)(9027:3)(9456:1)(11950:3)	(438:3)(3808:1)(7127:2)(8386:2)(8986:2)(9027:1)(9456:1)(11950:1)	(417:5)(547:3)(3399:3)(4204:3)(4532:3)(5673:1)(7106:5)(7424:5)(8365:3)(11458:2)(13801:4)(15671:2)(16037:1)	(417:2)(547:1)(3399:1)(4204:1)(4532:1)(7106:1)(7424:1)(8365:2)(13801:2)(15671:1)			(4659:1)		(1405:1)(8545:1)(11983:1)(12001:1)	(11983:1)	(3567:1)		
522	passed			160719	D5229	D2339	Lib.E.5001	Cap.H.1829	373	53	SP3834	E4032	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, main gallery, layer 19.1 (vial 12: DCM14)	7.1	0.001086	652921	646399	3786	4.3	3247	85.8	1599	2.03	44.6	31.0	39.9-49.3	26.5-35.8	13.2-48.7	7.5-30.2	++	465	6.2% (6 / 97)	4.5% (1 / 22)	^^^97.1% (34 / 35)	^^^100.0% (10 / 10)	^^^100.0% (55 / 55)	^^^100.0% (16 / 16)	1.0% (1 / 96)	4.3% (1 / 23)	2.3% (4 / 171)	3.6% (2 / 55)	0.9% (2 / 230)	1.8% (1 / 55)	1.2% (2 / 166)	4.4% (2 / 45)	(2831:1)(8021:1)(11770:3)(15148:1)	(11770:1)	(438:2)(3808:1)(6200:2)(7127:8)(8986:9)(9027:6)(9456:3)(11950:3)	(7127:3)(8986:4)(9027:2)(9456:1)	(547:5)(3399:5)(4204:2)(4532:9)(5673:4)(7106:6)(7424:4)(10532:4)(11458:5)(13801:5)(15479:3)(16037:3)	(547:1)(3399:3)(4204:1)(4532:3)(5673:2)(7106:2)(7424:1)(13801:1)(15479:1)(16037:1)	(14446:1)	(14446:1)	(2402:1)(4659:1)(4959:1)(5270:1)	(4959:1)(5270:1)	(4456:1)(8140:1)	(4456:1)	(6668:1)(7774:1)	(6668:1)(7774:1)	
523	passed			160719	D5230	D2340	Lib.E.5002	Cap.H.1830	374	54	SP3834	E4032	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, main gallery, layer 19.1 (vial 12: DCM14)	5.2	0.000980	528870	524234	3354	4.8	2885	86.0	1590	1.81	42.6	29.4	38.0-47.3	24.8-34.2	34.7-70.9	21.2-48.8	++	460	5.3% (5 / 94)	3.8% (1 / 26)	^^^94.7% (36 / 38)	^^^84.6% (11 / 13)	^^^96.2% (50 / 52)	^^^100.0% (21 / 21)	1.1% (1 / 88)	4.0% (1 / 25)	0.5% (1 / 206)	0.0% (0 / 69)	1.9% (5 / 264)	0.0% (0 / 72)	0.0% (0 / 176)	0.0% (0 / 44)	(8021:1)(10324:1)(11770:2)(12474:1)	(11770:1)	(438:3)(3808:3)(6200:1)(7127:4)(8386:2)(8986:4)(9027:10)(9456:3)(11950:6)	(438:1)(3808:1)(7127:3)(8386:1)(8986:2)(9027:1)(9456:1)(11950:1)	(417:4)(547:5)(3399:8)(4204:1)(4532:7)(5673:2)(7106:4)(7424:2)(8365:1)(10532:1)(11458:4)(13801:5)(15479:3)(15671:2)(16037:1)	(417:1)(547:3)(3399:3)(4204:1)(4532:2)(7106:3)(7424:1)(8365:1)(11458:3)(13801:2)(15671:1)	(14446:1)	(14446:1)	(3888:1)		(2284:1)(3978:1)(7232:1)(11503:1)(12001:1)				
524	passed			160719	D5231	D2341	Lib.E.5003	Cap.H.1831	375	55	SP3848	E4250	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	7.6	0.001718	440005	435671	605	0.9	391	64.6	232	1.69	40.3	38.2	28.1-53.6	26.7-50.8	4.3-77.7	4.3-77.7	++	72	^^^72.2% (13 / 18)	^^60.0% (6 / 10)	^^^50.0% (3 / 6)	100.0% (1 / 1)	^^^80.0% (4 / 5)	^^^100.0% (3 / 3)	0.0% (0 / 7)	0.0% (0 / 2)	2.6% (1 / 38)	7.7% (1 / 13)	0.0% (0 / 37)	0.0% (0 / 10)	0.0% (0 / 21)	0.0% (0 / 7)	(8461:1)(8503:1)(11770:11)	(11770:6)	(8386:1)(9027:1)(11950:1)	(11950:1)	(417:1)(4532:1)(8365:1)(13801:1)	(417:1)(4532:1)(13801:1)			(10196:1)	(10196:1)					
525	passed			160719	D5232	D2342	Lib.E.5004	Cap.H.1832	376	56	SP3848	E4251	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	2.8	0.000443	631666	625600	997	0.9	639	64.1	269	2.38	60.3	43.3	46.6-73.0	31.2-56.0	51.8-99.7	31.6-86.1	++	84	^^^66.7% (18 / 27)	^^58.3% (7 / 12)	^^^71.4% (5 / 7)	100.0% (1 / 1)	^^^62.5% (5 / 8)	100.0% (1 / 1)	0.0% (0 / 8)	0.0% (0 / 2)	0.0% (0 / 34)	0.0% (0 / 10)	2.4% (1 / 41)	0.0% (0 / 16)	0.0% (0 / 33)	0.0% (0 / 7)	(5580:1)(5821:1)(5840:1)(6266:1)(11770:10)(12474:1)(13656:1)(13889:1)(15148:1)	(11770:7)	(438:1)(6200:1)(8386:1)(9027:1)(9456:1)	(438:1)	(4532:1)(8365:1)(13801:1)(15479:1)(15671:1)	(15479:1)					(8545:1)				
526	passed			160719	D5233	D2343	Lib.E.5005	Cap.H.1833	377	57	SP3848	E4252	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	5.7	0.001027	557757	552257	4339	6.4	3780	87.1	1901	1.99	62.6	47.2	58.4-66.6	42.7-51.7	47.9-70.8	32.8-52.0	++	742	^16.7% (15 / 90)	^17.6% (6 / 34)	^^^96.0% (24 / 25)	^^^100.0% (6 / 6)	^^^96.3% (52 / 54)	^^^95.0% (19 / 20)	0.9% (1 / 108)	0.0% (0 / 39)	0.0% (0 / 258)	0.0% (0 / 105)	0.7% (2 / 297)	0.0% (0 / 120)	1.3% (2 / 155)	1.7% (1 / 60)	(2056:1)(5580:1)(7891:1)(11770:11)(12474:1)	(11770:6)	(438:1)(3808:5)(6200:1)(7127:3)(8386:1)(8986:3)(9027:6)(9456:1)(11950:3)	(438:1)(3808:2)(7127:1)(9027:1)(11950:1)	(417:5)(547:1)(3399:5)(4532:10)(5673:2)(7106:2)(7424:3)(10532:1)(11458:5)(13801:7)(15479:3)(15671:3)(16037:5)	(417:1)(547:1)(3399:2)(4532:5)(7106:1)(7424:2)(10532:1)(11458:2)(13801:1)(15479:1)(16037:2)	(11186:1)				(2284:1)(15100:1)		(4113:1)(13813:1)	(13813:1)	
527	passed			160719	D5234	D2344	Lib.E.5006	Cap.H.1834	378	58	SP3848	E4253	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	3.4	0.000874	393140	389423	705	1.1	480	68.1	273	1.76	49.3	44.1	37.2-61.4	31.2-57.6	8.5-75.5	11.8-88.2	++	89	^^^78.9% (15 / 19)	^^60.0% (3 / 5)	^^100.0% (2 / 2)	100.0% (1 / 1)	^^^83.3% (10 / 12)	^^^100.0% (5 / 5)	0.0% (0 / 22)	0.0% (0 / 6)	0.0% (0 / 21)	0.0% (0 / 7)	0.0% (0 / 39)	0.0% (0 / 16)	0.0% (0 / 32)	0.0% (0 / 12)	(7868:1)(7891:1)(11770:10)(13359:2)(13656:1)	(11770:3)	(438:1)(7127:1)	(7127:1)	(417:2)(3399:1)(4204:1)(4532:1)(7106:1)(10532:1)(13801:2)(16037:1)	(4204:1)(7106:1)(13801:2)(16037:1)									
528	passed			160719	D5235	D2345	Lib.E.5007	Cap.H.1835	379	59	SP3848	E4254	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	3.4	0.000718	473736	469070	759	1.0	493	65.0	262	1.88	56.3	39.3	44.0-68.1	27.1-52.7	34.9-96.8	16.3-67.7	++	87	^^^64.0% (16 / 25)	^^80.0% (8 / 10)	^50.0% (2 / 4)	100.0% (1 / 1)	^^^75.0% (3 / 4)	100.0% (1 / 1)	7.1% (1 / 14)	20.0% (1 / 5)	0.0% (0 / 35)	0.0% (0 / 9)	2.5% (1 / 40)	10.0% (1 / 10)	0.0% (0 / 16)	0.0% (0 / 5)	(5580:1)(5821:1)(5840:1)(8021:1)(8065:1)(11770:11)	(5580:1)(11770:7)	(3808:1)(11950:1)	(11950:1)	(417:1)(547:1)(3399:1)	(417:1)	(11074:1)	(11074:1)			(11071:1)	(11071:1)			
529	passed			160719	D5236	D2346	Lib.E.5008	Cap.H.1836	380	60	SP3848	E4255	sediment	production	AA163	Chagyrskaya Cave, Russia	Soil - Chagyrskaya layer 6C1 (vial 26: CHAG14-D6)	10.3	0.002631	389778	385676	781	1.6	618	79.1	360	1.72	33.3	32.4	23.2-44.7	21.5-44.8	3.2-65.1	3.7-71.0	++	69	^^^67.7% (21 / 31)	^^75.0% (3 / 4)	12.5% (1 / 8)	100.0% (1 / 1)	^28.6% (4 / 14)	^^^100.0% (3 / 3)	0.0% (0 / 20)	0.0% (0 / 2)	0.0% (0 / 60)	0.0% (0 / 9)	0.0% (0 / 57)	0.0% (0 / 10)	0.0% (0 / 39)	0.0% (0 / 7)	(4940:1)(5580:1)(7868:1)(7891:1)(8021:2)(8065:3)(8461:1)(8503:1)(9325:1)(10324:1)(11770:6)(12474:1)(13656:1)	(11770:3)	(7127:1)	(7127:1)	(417:1)(547:1)(13801:1)(15479:1)	(417:1)(547:1)(13801:1)									
530	passed			160719	D5237	D2347	Lib.E.5009	Cap.H.1837	381	61	SP3834	E4256	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, main gallery, layer 19.1 (vial 12: DCM14)	1.1	0.000186	606862	600809	5474	5.9	5015	91.6	2327	2.16	39.7	29.6	35.9-43.5	26.0-33.4	35.9-62.5	25.8-47.8	++	651	1.6% (2 / 125)	3.1% (1 / 32)	^^^95.7% (66 / 69)	^^^100.0% (19 / 19)	^^^96.6% (86 / 89)	^^^95.5% (21 / 22)	0.0% (0 / 130)	0.0% (0 / 35)	0.9% (3 / 320)	0.0% (0 / 92)	1.1% (4 / 354)	1.1% (1 / 93)	1.1% (3 / 278)	0.0% (0 / 69)	(2523:1)(11770:1)	(11770:1)	(438:5)(3808:8)(6200:13)(7127:9)(8386:4)(8986:7)(9027:6)(9456:9)(11950:5)	(438:2)(3808:3)(6200:6)(8386:1)(8986:2)(9027:1)(9456:2)(11950:2)	(417:4)(547:9)(3399:10)(4204:1)(4532:8)(5673:9)(7106:3)(7424:4)(8365:4)(10532:6)(11458:4)(13801:13)(15671:6)(16037:5)	(3399:2)(4532:5)(5673:2)(7424:1)(10532:2)(11458:1)(13801:3)(15671:3)(16037:2)			(3888:1)(13635:1)(13923:1)		(6938:1)(7789:1)(13629:1)(15742:1)	(15742:1)	(5601:1)(6668:1)(13813:1)		
