Summary table of all sediment samples,,,,,,,,,,,,,,,,,
Data source refers to the step in the screening of samples,,,,,,,,,,,,,,,,,
Controls are identified in SampleID column: ENC=Extraction Negative Control; LNC=Library Negataive Control,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Data Source,Chamber (Section),Library PlateID,Layer,MPI-EVA sample ID,Field sampleID,Sub-sample/lysate ID,Input for DNA extraction (mg),Extract ID,Number of molecules in library,Control oligo copies in library,Indexed library ID,Captured library ID - mammalian mtDNA,ENA Accession ID,Ancient mammalian mtDNA present,Captured library ID - human mtDNA,ENA Accession ID,Ancient hominin mtDNA present
First Screen,Main ,Pl_289,20,SP6889,M235 ,LYS723,73.1,E14170,2.79E+10,4.72E+05,A20996,B24961,ERS6160191,Yes,B25706,ERS6160673,Yes
First Screen,Main ,Pl_289,12.3,SP6890,M236 ,LYS724,61.3,E14171,1.09E+11,9.20E+05,A20997,B24964,ERS6160192,Yes,B25707,ERS6160674; ERS6161689,Yes
First Screen,Main ,Pl_289,12.3,SP6891,M237 ,LYS725,47.5,E14172,9.91E+10,1.09E+06,A20998,B24965,ERS6160193,Yes,B25708,ERS6160675,Yes
First Screen,Main ,Pl_289,11.4,SP6892,M238 ,LYS726,45.55,E14173,8.14E+10,5.98E+05,A20999,B24966,ERS6160194,Yes,B25709,ERS6160676,Yes
First Screen,Main ,Pl_289,11.4,SP6893,M239 ,LYS727,77,E14174,1.33E+11,5.80E+05,A21000,B24967,ERS6160195,Yes,B25710,ERS6160677; ERS6161690,No
First Screen,Main ,Pl_289,11.3,SP6894,M240 ,LYS728,65.9,E14175,3.47E+11,8.21E+05,A21001,B24968,ERS6160196,Yes,B25711,ERS6160678; ERS6161691,Yes
First Screen,Main ,Pl_289,11.3,SP6895,M241 ,LYS729,71.7,E14176,2.12E+11,4.75E+05,A21002,B24969,ERS6160197,Yes,B25712,ERS6160679; ERS6161692,No
First Screen,Main ,Pl_289,11.3,SP6896,M242 ,LYS730,44.6,E14177,1.48E+11,7.70E+05,A21003,B24970,ERS6160198,Yes,B25713,ERS6160680; ERS6161693,Yes
First Screen,Main ,Pl_289,11.2,SP6897,M243 ,LYS731,41.2,E14178,1.32E+11,6.85E+05,A21004,B24971,ERS6160199,Yes,B25714,ERS6160681; ERS6161694,No
First Screen,Main ,Pl_289,11.2,SP6898,M244 ,LYS732,77.3,E14179,1.19E+11,5.58E+05,A21005,B24972,ERS6160200,Yes,B25715,ERS6160682; ERS6161695,Yes
First Screen,,Pl_289,,LNC,,,,,7.04E+07,1.06E+06,A21007,B24973,ERS6160201,No,B25716,ERS6160683; ERS6161696,No
First Screen,Main ,Pl_289,11.2,SP6899,M245 ,LYS733,45.4,E14181,8.68E+10,6.00E+05,A21010,B24974,ERS6160202,Yes,B25717,ERS6160684; ERS6161697,No
First Screen,Main ,Pl_289,9,SP6900,M246 ,LYS734,66.1,E14182,7.59E+10,6.68E+05,A21011,B24975,ERS6160203,Yes,B25718,ERS6160685,Yes
First Screen,Main ,Pl_289,14,SP6901,M247 ,LYS735,79.4,E14183,7.36E+10,9.74E+05,A21012,B24976,ERS6160204,Yes,B25719,ERS6160686; ERS6161698,Yes
First Screen,Main ,Pl_289,12.3,SP6902,M248 ,LYS736,74.1,E14184,2.87E+11,6.57E+05,A21013,B24977,ERS6160205,Yes,B25720,ERS6160687; ERS6161699,No
First Screen,Main ,Pl_289,12.2,SP6903,M249 ,LYS737,62.6,E14185,1.87E+11,6.34E+05,A21014,B24978,ERS6160206,Yes,B25721,ERS6160688; ERS6161700,Yes
First Screen,Main ,Pl_289,12.1,SP6904,M250 ,LYS738,58.6,E14186,2.98E+11,7.80E+05,A21015,B24979,ERS6160207,Yes,B25722,ERS6160689; ERS6161701,Yes
First Screen,Main ,Pl_289,11.4,SP6905,M251 ,LYS739,69,E14187,7.55E+10,3.69E+05,A21016,B24980,ERS6160208,Yes,B25723,ERS6160690,Yes
First Screen,Main ,Pl_289,11.4,SP6906,M252 ,LYS740,76.5,E14188,6.12E+10,3.62E+05,A21017,B24981,ERS6160209,Yes,B25724,ERS6160691,Yes
First Screen,Main ,Pl_289,11.3,SP6907,M253 ,LYS741,75.6,E14189,2.29E+11,6.45E+05,A21018,B24982,ERS6160210,No,B25725,ERS6160692; ERS6161702,Yes
First Screen,Main ,Pl_289,11.3,SP6908,M254 ,LYS742,67.6,E14190,1.44E+11,6.37E+05,A21019,B24983,ERS6160211,Yes,B25726,ERS6160693; ERS6161703,Yes
First Screen,Main ,Pl_289,11.2,SP6909,M255 ,LYS743,44.8,E14191,1.27E+11,6.55E+05,A21020,B24984,ERS6160212,Yes,B25727,ERS6160694; ERS6161704,Yes
First Screen,Main ,Pl_289,11.2,SP6910,M256 ,LYS744,96.6,E14192,1.34E+11,5.98E+05,A21021,B24985,ERS6160213,Yes,B25728,ERS6160695; ERS6161705,Yes
First Screen,Main ,Pl_289,11.2,SP6911,M257 ,LYS745,64.8,E14193,1.06E+11,5.85E+05,A21022,B24986,ERS6160214,Yes,B25729,ERS6160696; ERS6161706,Yes
First Screen,Main ,Pl_289,11.2,SP6912,M258 ,LYS746,77.5,E14194,7.10E+10,2.49E+05,A21023,B24987,ERS6160215,Yes,B25730,ERS6160697; ERS6161707,Yes
First Screen,Main ,Pl_289,9,SP6913,M259 ,LYS747,55.2,E14195,3.80E+10,7.31E+05,A21024,B24988,ERS6160216,Yes,B25731,ERS6160698,No
First Screen,Main ,Pl_289,9,SP6914,M260 ,LYS748,0,E14196,9.71E+09,4.71E+05,A21025,B24989,ERS6160217,No,B25732,ERS6160699,No
First Screen,Main ,Pl_289,12.3,SP6915,M261 ,LYS749,51.5,E14197,4.26E+10,2.18E+05,A21026,B24990,ERS6160218,Yes,B25733,ERS6160700,Yes
First Screen,Main ,Pl_289,12.2,SP6916,M262 ,LYS750,65.7,E14198,2.93E+11,9.10E+05,A21027,B24991,ERS6160219,Yes,B25734,ERS6160701; ERS6161708,No
First Screen,Main ,Pl_289,12.1,SP6917,M263 ,LYS751,70,E14199,2.85E+11,7.98E+05,A21028,B24992,ERS6160220,Yes,B25735,ERS6160702; ERS6161709,No
First Screen,Main ,Pl_289,11.4,SP6918,M264 ,LYS752,70.5,E14200,1.14E+11,5.44E+05,A21029,B24993,ERS6160221,Yes,B25738,ERS6160703; ERS6161710,Yes
First Screen,Main ,Pl_289,11.4,SP6919,M265 ,LYS753,79.2,E14201,7.64E+10,3.50E+05,A21030,B24994,ERS6160222,Yes,B25739,ERS6160704; ERS6161711,No
First Screen,Main ,Pl_289,11.4,SP6920,M266 ,LYS754,79.9,E14202,7.98E+10,4.48E+05,A21031,B24995,ERS6160223,No,B25740,ERS6160705; ERS6161712,Yes
First Screen,Main ,Pl_289,11.3,SP6921,M267 ,LYS755,42.2,E14203,1.65E+11,7.34E+05,A21032,B24996,ERS6160224,Yes,B25741,ERS6160706; ERS6161713,Yes
First Screen,Main ,Pl_289,11.3,SP6922,M268 ,LYS756,76.5,E14204,1.88E+11,6.52E+05,A21033,B24997,ERS6160225,Yes,B25742,ERS6160707; ERS6161714,Yes
First Screen,Main ,Pl_289,11.2,SP6923,M269 ,LYS757,41.45,E14205,1.18E+11,8.03E+05,A21034,B24998,ERS6160226,Yes,B25743,ERS6160708; ERS6161715,Yes
First Screen,Main ,Pl_289,11.2,SP6924,M270 ,LYS758,44.5,E14206,1.19E+11,6.17E+05,A21035,B24999,ERS6160227,Yes,B25744,ERS6160709; ERS6161716,No
First Screen,Main ,Pl_289,11.2,SP6925,M271 ,LYS759,58.5,E14207,1.28E+11,6.08E+05,A21036,B25000,ERS6160228,Yes,B25745,ERS6160710; ERS6161717,Yes
First Screen,Main ,Pl_289,11.2,SP6926,M272 ,LYS760,51.2,E14208,7.56E+10,6.04E+05,A21037,B25001,ERS6160229,Yes,B25746,ERS6160711; ERS6161718,Yes
First Screen,Main ,Pl_289,9,SP6927,M273 ,LYS761,61.8,E14209,6.60E+10,3.90E+05,A21038,B25002,ERS6160230,Yes,B25747,ERS6160712; ERS6161719,Yes
First Screen,Main ,Pl_289,9,SP6928,M274 ,LYS762,89.1,E14210,4.60E+09,2.74E+05,A21039,B25003,ERS6160231,No,B25748,ERS6160713,No
First Screen,Main ,Pl_289,14,SP6929,M275 ,LYS763,62.25,E14211,1.40E+11,5.14E+05,A21040,B25004,ERS6160232,Yes,B25749,ERS6160714; ERS6161720,No
First Screen,,Pl_289,,ENC,,,,E14212,5.99E+07,7.43E+05,A21041,B25007,ERS6160233,No,B25750,ERS6160715; ERS6161721,No
First Screen,,Pl_289,,LNC,,,,,7.76E+07,7.79E+05,A21043,B25008,ERS6160234,No,B25751,ERS6160716; ERS6161722,No
First Screen,,Pl_289,,ENC,,,,E14214,4.83E+07,6.23E+05,A21046,B25009,ERS6160235,No,B25752,ERS6160717,No
First Screen,,Pl_289,,ENC,,,,E14215,5.85E+07,6.80E+05,A21047,B25010,ERS6160236,No,B25753,ERS6160718,No
First Screen,Main ,Pl_290,20,SP6735,M80 ,LYS569,68,E13941,1.57E+10,7.15E+05,A20802,B25102,ERS6160237,Yes,B25012,ERS6160585,No
First Screen,Main ,Pl_290,20,SP6736,M81 ,LYS570,37.7,E13942,2.26E+10,1.26E+06,A20803,B25103,ERS6160238,Yes,B25013,ERS6160586,No
First Screen,Main ,Pl_290,20,SP6737,M82 ,LYS571,51.2,E13943,8.12E+10,8.66E+05,A20804,B25104,ERS6160239,Yes,B25014,ERS6160587; ERS6161686,Yes
First Screen,Main ,Pl_290,19,SP6738,M83 ,LYS572,47,E13944,1.47E+11,7.81E+05,A20805,B25105,ERS6160240,Yes,B25015,ERS6160588,No
First Screen,Main ,Pl_290,22.2,SP6739,M84 ,LYS573,55.9,E13945,1.59E+10,1.29E+06,A20806,B25106,ERS6160241,Yes,B25016,ERS6160589,No
First Screen,Main ,Pl_290,22.2,SP6740,M85 ,LYS574,69.9,E13946,1.65E+10,1.08E+06,A20807,B25107,ERS6160242,Yes,B25017,ERS6160590,No
First Screen,Main ,Pl_290,22.2,SP6741,M86 ,LYS575,69,E13947,2.28E+10,1.06E+06,A20808,B25108,ERS6160243,Yes,B25018,ERS6160591,No
First Screen,Main ,Pl_290,22.2,SP6742,M87 ,LYS576,46.5,E13948,2.24E+10,1.16E+06,A20809,B25109,ERS6160244,Yes,B25019,ERS6160592,No
First Screen,Main ,Pl_290,22.2,SP6743,M88 ,LYS577,53.3,E13949,2.62E+10,1.32E+06,A20810,B25110,ERS6160245,Yes,B25020,ERS6160593,No
First Screen,,Pl_290,,LNC,,,,,7.49E+07,1.36E+06,A20812,B25111,ERS6160246,No,B25021,ERS6160594; ERS6161687,No
First Screen,Main ,Pl_290,22.2,SP6744,M89 ,LYS578,46.6,E13951,1.85E+10,1.30E+06,A20814,B25112,ERS6160247,Yes,B25022,ERS6160595,No
First Screen,Main ,Pl_290,22.2,SP6745,M90 ,LYS579,64.6,E13952,2.75E+10,1.30E+06,A20815,B25113,ERS6160248,Yes,B25023,ERS6160596,No
First Screen,Main ,Pl_290,22.2,SP6746,M91 ,LYS580,57.5,E13953,3.04E+10,1.17E+06,A20816,B25114,ERS6160249,Yes,B25024,ERS6160597,No
First Screen,Main ,Pl_290,22.2,SP6747,M92 ,LYS581,69.1,E13954,3.96E+10,1.06E+06,A20817,B25115,ERS6160250,Yes,B25025,ERS6160598,No
First Screen,Main ,Pl_290,22.1,SP6748,M93 ,LYS582,78.5,E13955,3.55E+10,1.21E+06,A20818,B25116,ERS6160251,Yes,B25026,ERS6160599,No
First Screen,Main ,Pl_290,22.1,SP6749,M94 ,LYS583,45.55,E13956,1.56E+10,1.30E+06,A20819,B25117,ERS6160252,Yes,B25027,ERS6160600,No
First Screen,Main ,Pl_290,22.1,SP6750,M95 ,LYS584,65,E13957,5.05E+10,1.50E+06,A20820,B25118,ERS6160253,Yes,B25028,ERS6160601,No
First Screen,Main ,Pl_290,22.2,SP6751,M96 ,LYS585,46.8,E13958,1.78E+10,1.31E+06,A20821,B25119,ERS6160254,Yes,B25029,ERS6160602,No
First Screen,Main ,Pl_290,22.2,SP6752,M97 ,LYS586,50,E13959,2.25E+10,1.46E+06,A20822,B25120,ERS6160255,Yes,B25030,ERS6160603,No
First Screen,Main ,Pl_290,22.2,SP6753,M98 ,LYS587,41.7,E13960,1.01E+10,1.38E+06,A20823,B25121,ERS6160256,Yes,B25031,ERS6160604,No
First Screen,Main ,Pl_290,22.2,SP6754,M99 ,LYS588,45.9,E13961,2.78E+10,1.28E+06,A20824,B25122,ERS6160257,Yes,B25032,ERS6160605,No
First Screen,Main ,Pl_290,22.2,SP6755,M100 ,LYS589,50.95,E13962,2.52E+10,1.12E+06,A20825,B25123,ERS6160258,Yes,B25033,ERS6160606,No
First Screen,Main ,Pl_290,22.1,SP6756,M101 ,LYS590,64,E13963,3.91E+10,1.17E+06,A20826,B25124,ERS6160259,Yes,B25034,ERS6160607,No
First Screen,Main ,Pl_290,22.1,SP6757,M102 ,LYS591,87.4,E13964,5.38E+10,1.18E+06,A20827,B25125,ERS6160260,Yes,B25035,ERS6160608,No
First Screen,Main ,Pl_290,22.1,SP6758,M103 ,LYS592,76.3,E13965,4.83E+10,1.37E+06,A20828,B25126,ERS6160261,Yes,B25036,ERS6160609,No
First Screen,Main ,Pl_290,22.1,SP6759,M104 ,LYS593,69.1,E13966,3.90E+10,1.42E+06,A20829,B25127,ERS6160262,Yes,B25037,ERS6160610,No
First Screen,,Pl_290,,LNC,,,,,9.97E+07,1.49E+06,A20831,B25128,ERS6160263,No,B25038,ERS6160611,No
First Screen,Main ,Pl_290,22.1,SP6760,M105 ,LYS594,72,E13968,2.75E+10,9.97E+05,A20834,B25129,ERS6160264,Yes,B25039,ERS6160612,No
First Screen,Main ,Pl_290,22.2,SP6761,M106 ,LYS595,54.1,E13969,1.73E+10,1.34E+06,A20835,B25130,ERS6160265,Yes,B25040,ERS6160613,No
First Screen,,Pl_290,,ENC,,,,E13970,9.80E+07,1.37E+06,A20836,B25131,ERS6160266,No,B25041,ERS6160614,No
First Screen,,Pl_290,,ENC,,,,E13971,1.12E+08,1.51E+06,A20837,B25132,ERS6160267,No,B25042,ERS6160615,No
First Screen,,Pl_290,,ENC,,,,E13972,1.08E+08,1.43E+06,A20838,B25133,ERS6160268,No,B25043,ERS6160616,No
First Screen,,Pl_290,,ENC,,,,E13973,8.04E+07,1.18E+06,A20839,B25134,ERS6160269,No,B25046,ERS6160617,No
First Screen,Main ,Pl_290,22.2,SP6762,M107 ,LYS596,60.3,E13974,2.45E+10,1.23E+06,A20840,B25135,ERS6160270,Yes,B25047,ERS6160618,No
First Screen,Main ,Pl_290,22.2,SP6763,M108 ,LYS597,41.1,E13975,3.00E+10,1.14E+06,A20841,B25136,ERS6160271,Yes,B25048,ERS6160619,No
First Screen,Main ,Pl_290,22.2,SP6764,M109 ,LYS598,59.5,E13976,3.04E+10,1.30E+06,A20842,B25137,ERS6160272,Yes,B25049,ERS6160620,No
First Screen,Main ,Pl_290,22.2,SP6765,M110 ,LYS599,60.4,E13977,3.66E+10,1.47E+06,A20843,B25138,ERS6160273,Yes,B25050,ERS6160621,No
First Screen,Main ,Pl_290,22.2,SP6766,M111 ,LYS600,59.6,E13978,4.00E+10,1.44E+06,A20844,B25139,ERS6160274,Yes,B25051,ERS6160622,No
First Screen,Main ,Pl_290,22.1,SP6767,M112 ,LYS601,38.4,E13979,1.86E+10,1.11E+06,A20845,B25142,ERS6160275,Yes,B25052,ERS6160623,No
First Screen,Main ,Pl_290,22.1,SP6768,M113 ,LYS602,62.5,E13980,2.64E+10,9.33E+05,A20846,B25143,ERS6160276,Yes,B25053,ERS6160624,No
First Screen,Main ,Pl_290,22.1,SP6769,M114 ,LYS603,37.9,E13981,2.06E+10,1.03E+06,A20847,B25144,ERS6160277,Yes,B25054,ERS6160625,No
First Screen,Main ,Pl_290,22.1,SP6770,M115 ,LYS604,41.3,E13982,4.01E+10,8.68E+05,A20848,B25145,ERS6160278,Yes,B25055,ERS6160626,No
First Screen,Main ,Pl_290,22.2,SP6771,M116 ,LYS605,55.8,E13983,1.39E+10,8.45E+05,A20849,B25146,ERS6160279,Yes,B25056,ERS6160627,No
First Screen,,Pl_290,,LNC,,,,,1.14E+08,1.40E+06,A20851,B25147,ERS6160280,No,B25057,ERS6160628,No
First Screen,Main ,Pl_290,22.2,SP6772,M117 ,LYS606,33.3,E13985,1.34E+10,9.88E+05,A20853,B25148,ERS6160281,Yes,B25058,ERS6160629,No
First Screen,Main ,Pl_290,22.2,SP6773,M118 ,LYS607,85,E13986,3.87E+10,1.22E+06,A20854,B25149,ERS6160282,Yes,B25059,ERS6160630,No
First Screen,Main ,Pl_290,22.2,SP6774,M119 ,LYS608,72.15,E13987,2.08E+10,8.58E+05,A20855,B25150,ERS6160283,Yes,B25060,ERS6160631,No
First Screen,Main ,Pl_290,22.2,SP6775,M120 ,LYS609,74.2,E13988,1.92E+10,8.13E+05,A20856,B25151,ERS6160284,Yes,B25061,ERS6160632,No
First Screen,Main ,Pl_290,22.1,SP6776,M121 ,LYS610,60.8,E13989,3.16E+10,9.88E+05,A20857,B25152,ERS6160285,Yes,B25062,ERS6160633,No
First Screen,Main ,Pl_290,22.1,SP6777,M122 ,LYS611,50.6,E13990,1.82E+10,9.79E+05,A20858,B25153,ERS6160286,Yes,B25063,ERS6160634,No
First Screen,Main ,Pl_290,22.1,SP6778,M123 ,LYS612,72.2,E13991,4.94E+10,1.25E+06,A20859,B25154,ERS6160287,Yes,B25064,ERS6160635,No
First Screen,Main ,Pl_290,22.1,SP6779,M124 ,LYS613,50.1,E13992,3.04E+10,1.39E+06,A20860,B25155,ERS6160288,Yes,B25065,ERS6160636,No
First Screen,Main ,Pl_290,22.1,SP6780,M125 ,LYS614,51.55,E13993,2.62E+10,1.28E+06,A20861,B25156,ERS6160289,Yes,B25066,ERS6160637,No
First Screen,Main ,Pl_290,22.2,SP6781,M126 ,LYS615,47.3,E13994,1.13E+10,1.10E+06,A20862,B25157,ERS6160290,Yes,B25067,ERS6160638,No
First Screen,Main ,Pl_290,22.2,SP6782,M127 ,LYS616,66.05,E13995,3.07E+10,1.13E+06,A20863,B25158,ERS6160291,Yes,B25068,ERS6160639,No
First Screen,Main ,Pl_290,22.2,SP6783,M128 ,LYS617,66.1,E13996,1.91E+10,1.12E+06,A20864,B25159,ERS6160292,Yes,B25069,ERS6160640,No
First Screen,Main ,Pl_290,22.2,SP6784,M129 ,LYS618,62,E13997,2.98E+10,8.56E+05,A20865,B25160,ERS6160293,Yes,B25070,ERS6160641,No
First Screen,Main ,Pl_290,22.1,SP6785,M130 ,LYS619,47.85,E13998,1.90E+10,1.22E+06,A20866,B25161,ERS6160294,Yes,B25071,ERS6160642,No
First Screen,Main ,Pl_290,22.1,SP6786,M131 ,LYS620,44.5,E13999,1.90E+10,7.95E+05,A20867,B25162,ERS6160295,Yes,B25072,ERS6160643,No
First Screen,Main ,Pl_290,22.1,SP6787,M132 ,LYS621,77.6,E14000,7.20E+10,1.15E+06,A20868,B25163,ERS6160296,Yes,B25073,ERS6160644,No
First Screen,Main ,Pl_290,22.1,SP6788,M133 ,LYS622,56.75,E14001,3.08E+10,1.17E+06,A20869,B25164,ERS6160297,Yes,B25074,ERS6160645,No
First Screen,Main ,Pl_290,22.1,SP6789,M134 ,LYS623,44.2,E14002,3.21E+10,1.11E+06,A20870,B25165,ERS6160298,Yes,B25075,ERS6160646,No
First Screen,Main ,Pl_290,22.1,SP6790,M135 ,LYS624,38,E14003,1.99E+10,1.18E+06,A20871,B25166,ERS6160299,Yes,B25076,ERS6160647,No
First Screen,Main ,Pl_290,22.1,SP6791,M136 ,LYS625,42.35,E14004,2.14E+10,9.36E+05,A20872,B25167,ERS6160300,Yes,B25077,ERS6160648,No
First Screen,Main ,Pl_290,22.1 up,SP6792,M137 ,LYS626,40.25,E14005,2.23E+10,1.25E+06,A20873,B25168,ERS6160301,Yes,B25078,ERS6160649,No
First Screen,Main ,Pl_290,22.1,SP6793,M138 ,LYS627,46.3,E14006,1.22E+10,9.53E+05,A20874,B25169,ERS6160302,Yes,B25081,ERS6160650,No
First Screen,Main ,Pl_290,22.1,SP6794,M139 ,LYS628,81.3,E14007,3.35E+10,1.17E+06,A20875,B25170,ERS6160303,Yes,B25082,ERS6160651,No
First Screen,Main ,Pl_290,22.1 up,SP6795,M140 ,LYS629,53.7,E14008,2.43E+10,1.36E+06,A20876,B25171,ERS6160304,Yes,B25083,ERS6160652,No
First Screen,Main ,Pl_290,22.1,SP6796,M141 ,LYS630,86.55,E14009,1.94E+10,1.00E+06,A20877,B25172,ERS6160305,Yes,B25084,ERS6160653,No
First Screen,Main ,Pl_290,22.1,SP6797,M142 ,LYS631,63.6,E14010,4.65E+10,1.04E+06,A20878,B25173,ERS6160306,Yes,B25085,ERS6160654,No
First Screen,Main ,Pl_290,22.1,SP6798,M143 ,LYS632,78.7,E14011,6.15E+10,1.00E+06,A20879,B25174,ERS6160307,Yes,B25086,ERS6160655,No
First Screen,Main ,Pl_290,22.1,SP6799,M144 ,LYS633,91,E14012,4.91E+10,9.41E+05,A20880,B25177,ERS6160308,Yes,B25087,ERS6160656,No
First Screen,Main ,Pl_290,22.1,SP6800,M145 ,LYS634,51.2,E14013,1.84E+10,9.27E+05,A20881,B25178,ERS6160309,Yes,B25088,ERS6160657,No
First Screen,Main ,Pl_290,22.1,SP6801,M146 ,LYS635,64.5,E14014,5.41E+10,1.16E+06,A20882,B25179,ERS6160310,Yes,B25089,ERS6160658,No
First Screen,Main ,Pl_290,22.1,SP6802,M147 ,LYS636,70.8,E14015,4.43E+10,1.07E+06,A20883,B25180,ERS6160311,Yes,B25090,ERS6160659,No
First Screen,Main ,Pl_290,22.1 up,SP6803,M148 ,LYS637,46.6,E14016,2.53E+10,1.15E+06,A20884,B25181,ERS6160312,Yes,B25091,ERS6160660,No
First Screen,Main ,Pl_290,21 ?,SP6804,M149 ,LYS638,59,E14017,2.39E+10,1.11E+06,A20885,B25182,ERS6160313,Yes,B25092,ERS6160661,No
First Screen,Main ,Pl_290,22.1 up,SP6805,M151 ,LYS639,65,E14018,4.77E+10,1.21E+06,A20886,B25183,ERS6160314,Yes,B25093,ERS6160662,No
First Screen,Main ,Pl_290,21,SP6806,M152 ,LYS640,43.35,E14019,1.21E+10,1.20E+06,A20887,B25184,ERS6160315,Yes,B25094,ERS6160663,No
First Screen,Main ,Pl_290,22.1 up,SP6807,M153 ,LYS641,41.7,E14020,1.95E+10,1.06E+06,A20888,B25185,ERS6160316,Yes,B25095,ERS6160664,No
First Screen,Main ,Pl_290,21,SP6808,M154 ,LYS642,48.4,E14021,1.85E+10,9.87E+05,A20889,B25186,ERS6160317,Yes,B25096,ERS6160665,No
First Screen,Main ,Pl_290,21,SP6809,M155 ,LYS643,50.2,E14022,2.80E+09,2.08E+05,A20890,B25187,ERS6160318,No,B25097,ERS6160666,No
First Screen,Main ,Pl_290,20,SP6810,M156 ,LYS644,51.2,E14023,1.14E+10,2.04E+05,A20891,B25188,ERS6160319,Yes,B25098,ERS6160667,Yes
First Screen,,Pl_290,,LNC,,,,,7.48E+07,1.01E+06,A20893,B25189,ERS6160320,No,B25099,ERS6160668,No
First Screen,Main ,Pl_290,20,SP6811,M157 ,LYS645,74.5,E14025,2.83E+10,2.18E+05,A20896,B25190,ERS6160321,Yes,B25100,ERS6160669,Yes
First Screen,Main ,Pl_290,20,SP6812,M158 ,LYS646,51,E14026,2.59E+10,3.98E+05,A20897,B25191,ERS6160322,Yes,B25101,ERS6160670,Yes
First Screen,Main ,Pl_307,20,SP6656,M1 ,LYS490,35.5,E13805,1.24E+10,4.07E+05,A20610,B25886,ERS6160323,Yes,B25798,ERS6160499,No
First Screen,Main ,Pl_307,20,SP6657,M2 ,LYS491,37.4,E13806,1.55E+10,1.27E+06,A20611,B25887,ERS6160324,Yes,B25799,ERS6160500,No
First Screen,Main ,Pl_307,20,SP6658,M3 ,LYS492,61.9,E13807,1.90E+10,1.37E+06,A20612,B25888,ERS6160325,Yes,B25800,ERS6160501,No
First Screen,Main ,Pl_307,20,SP6659,M4 ,LYS493,93,E13808,2.53E+10,1.42E+06,A20613,B25889,ERS6160326,Yes,B25801,ERS6160502,No
First Screen,Main ,Pl_307,19,SP6660,M5 ,LYS494,56.6,E13809,2.58E+11,7.94E+05,A20614,B25890,ERS6160327,Yes,B25802,ERS6160503,Yes
First Screen,Main ,Pl_307,19,SP6661,M6 ,LYS495,68.9,E13810,1.42E+11,1.34E+06,A20615,B25891,ERS6160328,Yes,B25803,ERS6160504,No
First Screen,Main ,Pl_307,20,SP6662,M7 ,LYS496,62.2,E13811,2.17E+10,6.36E+05,A20616,B25892,ERS6160329,Yes,B25804,ERS6160505,No
First Screen,Main ,Pl_307,20,SP6663,M8 ,LYS497,56.8,E13812,2.04E+10,1.06E+06,A20617,B25894,ERS6160330,Yes,B25805,ERS6160506,Yes
First Screen,Main ,Pl_307,20,SP6664,M9 ,LYS498,52.9,E13813,4.04E+10,1.27E+06,A20618,B25895,ERS6160331,Yes,B25806,ERS6160507,No
First Screen,Main ,Pl_307,20,SP6665,M10 ,LYS499,58.5,E13814,1.65E+10,1.44E+06,A20619,B25896,ERS6160332,Yes,B25807,ERS6160508,No
First Screen,Main ,Pl_307,19,SP6666,M11 ,LYS500,53.6,E13815,2.26E+11,9.30E+05,A20620,B25897,ERS6160333,Yes,B25808,ERS6160509,Yes
First Screen,Main ,Pl_307,19,SP6667,M12 ,LYS501,37.9,E13816,1.09E+11,1.28E+06,A20621,B25898,ERS6160334,Yes,B25809,ERS6160510,No
First Screen,Main ,Pl_307,22.1,SP6668,M13 ,LYS502,70.2,E13817,2.90E+10,1.42E+06,A20622,B25899,ERS6160335,Yes,B25810,ERS6160511,No
First Screen,Main ,Pl_307,20,SP6669,M14 ,LYS503,49.3,E13818,2.64E+10,1.28E+06,A20623,B25900,ERS6160336,Yes,B25811,ERS6160512,No
First Screen,Main ,Pl_307,20,SP6670,M15 ,LYS504,68.8,E13819,3.00E+10,1.46E+06,A20624,B25901,ERS6160337,Yes,B25812,ERS6160513,No
First Screen,Main ,Pl_307,20,SP6671,M16 ,LYS505,61.2,E13820,4.93E+10,2.05E+06,A20625,B25902,ERS6160338,Yes,B25813,ERS6160514,No
First Screen,Main ,Pl_307,19,SP6672,M17 ,LYS506,94.4,E13821,3.33E+10,1.19E+06,A20626,B25903,ERS6160339,Yes,B25814,ERS6160515,No
First Screen,Main ,Pl_307,19,SP6673,M18 ,LYS507,62.9,E13822,1.91E+11,7.70E+05,A20627,B25904,ERS6160340,Yes,B25815,ERS6160516,Yes
First Screen,Main ,Pl_307,22.1,SP6674,M19 ,LYS508,60.9,E13823,2.70E+10,1.42E+06,A20628,B25905,ERS6160341,Yes,B25816,ERS6160517,No
First Screen,Main ,Pl_307,22.1 up,SP6675,M20 ,LYS509,70.5,E13824,1.62E+10,1.42E+06,A20629,B25906,ERS6160342,No,B25817,ERS6160518,No
First Screen,,Pl_307,,LNC,,,,,2.16E+08,1.28E+06,A20631,B25907,ERS6160343,No,B25818,ERS6160519,No
First Screen,Main ,Pl_307,20,SP6676,M21 ,LYS510,55.1,E13826,1.94E+10,1.12E+06,A20633,B25908,ERS6160344,Yes,B25819,ERS6160520,No
First Screen,Main ,Pl_307,20,SP6677,M22 ,LYS511,86.1,E13827,2.85E+10,1.15E+06,A20634,B25909,ERS6160345,Yes,B25820,ERS6160521,No
First Screen,Main ,Pl_307,20,SP6678,M23 ,LYS512,69.3,E13828,3.09E+10,1.43E+06,A20635,B25910,ERS6160346,Yes,B25821,ERS6160522,No
